order_id,merchant_id,account_age_days,past_orders,return_rate_hist,refund_to_keep_count,bracketing_score,claim_text_susp,image_ai_artifact_score,weight_mismatch_kg,shared_identifier_flag,carrier_scan_gap,days_to_claim,order_value,category,is_abuse
ORD109070,M002,30,3,0.316,0,0.125,0.169,0.118,0.501,0,0,6.56,1557.12,footwear,0
ORD109071,M003,632,6,0.423,0,0.217,0.113,0.179,0.027,0,0,6.74,1206.74,apparel,0
ORD109072,M002,10,6,0.315,0,0.193,0.417,0.533,0.07,0,0,5.1,815.17,apparel,0
ORD109073,M002,114,12,0.116,0,0.216,0.152,0.159,0.026,1,0,3.34,2118.61,apparel,0
ORD109074,M002,140,9,0.308,0,0.537,0.277,0.185,0.095,0,0,0.04,917.8,home,0
ORD109075,M001,439,7,0.032,0,0.188,0.225,0.239,0.051,0,0,0.52,1793.38,home,0
ORD109076,M003,17,8,0.325,1,0.397,0.253,0.362,0.043,0,0,5.01,1573.32,home,0
ORD109077,M002,84,10,0.483,0,0.393,0.091,0.565,0.078,0,0,2.78,2380.44,apparel,0
ORD109078,M003,461,3,0.675,0,0.115,0.231,0.317,0.021,0,0,0.66,1197.47,home,0
ORD109079,M001,176,2,0.036,0,0.396,0.093,0.22,0.059,0,0,1.96,550.11,electronics,0
ORD109080,M001,63,11,0.249,1,0.505,0.256,0.201,0.083,0,0,17.32,717.53,apparel,0
ORD109081,M003,161,9,0.429,1,0.528,0.42,0.223,0.073,0,0,5.36,1528.9,electronics,0
ORD109082,M002,513,6,0.253,0,0.204,0.468,0.348,0.052,0,0,0.91,2293.65,apparel,0
ORD109083,M002,121,9,0.221,0,0.208,0.163,0.127,0.094,0,0,2.33,5499.04,home,0
ORD109084,M003,109,9,0.433,0,0.41,0.25,0.149,0.005,0,0,4.86,460.69,apparel,0
ORD109085,M001,905,9,0.336,0,0.008,0.3,0.593,0.023,0,0,0.04,1414.45,apparel,1
ORD109086,M001,710,7,0.559,1,0.537,0.133,0.534,0.079,0,1,0.43,2370.7,footwear,0
ORD109087,M003,1224,11,0.103,0,0.289,0.176,0.201,0.027,0,0,11.63,2907.83,apparel,0
ORD109088,M001,20,8,0.592,0,0.122,0.297,0.519,0.041,0,0,1.94,2173.14,apparel,0
ORD109089,M001,239,12,0.435,0,0.331,0.241,0.154,0.072,0,0,0.61,569.54,apparel,1
ORD109090,M001,553,9,0.301,1,0.256,0.313,0.437,0.043,0,0,5.37,848.18,electronics,0
ORD109091,M002,177,9,0.211,0,0.227,0.503,0.127,0.075,0,0,13.0,537.28,apparel,0
ORD109092,M001,18,9,0.558,1,0.264,0.438,0.108,0.007,0,0,7.23,390.6,footwear,0
ORD109093,M001,51,6,0.291,1,0.292,0.116,0.433,0.111,1,0,4.82,1121.62,apparel,0
ORD109094,M001,184,9,0.404,0,0.379,0.291,0.338,0.044,0,1,1.94,1306.78,electronics,1
ORD109095,M001,311,10,0.311,0,0.551,0.044,0.301,0.161,0,0,5.26,2919.75,electronics,0
ORD109096,M003,1116,11,0.183,0,0.279,0.058,0.172,0.002,0,0,0.22,425.5,footwear,1
ORD109097,M001,559,5,0.317,0,0.289,0.108,0.029,0.038,0,0,2.84,503.58,beauty,0
ORD109098,M003,147,11,0.142,1,0.031,0.384,0.261,0.225,0,0,2.0,1120.8,footwear,0
ORD109099,M001,175,5,0.128,1,0.219,0.14,0.205,0.084,0,0,4.99,2909.33,apparel,0
ORD109100,M001,14,9,0.167,0,0.353,0.648,0.449,0.054,0,1,3.31,1084.01,apparel,0
ORD109101,M003,899,14,0.396,3,0.543,0.372,0.259,0.117,0,0,12.59,3282.24,apparel,0
ORD109102,M001,148,8,0.255,0,0.159,0.562,0.37,0.042,0,0,1.37,1435.4,footwear,0
ORD109103,M003,14,5,0.429,1,0.164,0.144,0.307,0.011,0,0,0.31,1152.33,home,0
ORD109104,M003,1254,6,0.067,1,0.437,0.513,0.184,0.02,0,0,5.33,1279.72,beauty,0
ORD109105,M002,1070,9,0.208,0,0.181,0.429,0.284,0.002,0,0,0.86,2017.68,footwear,0
ORD109106,M001,386,6,0.325,0,0.626,0.31,0.066,0.01,0,0,9.52,4217.59,beauty,0
ORD109107,M002,282,7,0.18,0,0.076,0.415,0.175,0.016,0,0,5.13,499.44,footwear,0
ORD109108,M001,201,11,0.242,0,0.38,0.121,0.252,0.033,0,0,19.07,1615.96,apparel,0
ORD109109,M003,167,11,0.662,0,0.108,0.201,0.314,0.01,0,0,2.6,3069.51,footwear,0
ORD109110,M001,297,11,0.256,0,0.301,0.073,0.409,0.125,0,0,3.69,501.96,apparel,0
ORD109111,M002,134,11,0.287,0,0.256,0.119,0.271,0.129,0,0,3.41,912.34,home,0
ORD109112,M001,24,7,0.34,0,0.284,0.461,0.31,0.012,1,0,0.49,1645.46,electronics,0
ORD109113,M001,295,10,0.604,3,0.641,0.306,0.718,0.245,0,0,1.34,222.68,home,1
ORD109114,M001,895,5,0.462,0,0.383,0.448,0.222,0.037,0,1,2.38,2622.27,apparel,0
ORD109115,M002,612,8,0.194,2,0.649,0.459,0.277,0.175,0,0,1.0,597.18,home,0
ORD109116,M002,264,7,0.573,3,0.502,0.153,0.111,0.08,0,0,0.39,1402.69,beauty,0
ORD109117,M003,192,6,0.318,1,0.087,0.307,0.085,0.117,0,0,5.98,1571.76,electronics,0
ORD109118,M003,107,11,0.216,0,0.773,0.115,0.288,0.037,0,0,1.27,2610.21,electronics,0
ORD109119,M003,233,7,0.435,0,0.484,0.066,0.53,0.035,1,0,2.51,4078.9,apparel,1
ORD109120,M002,351,4,0.259,1,0.573,0.665,0.254,0.138,0,0,0.01,584.39,footwear,1
ORD109121,M002,668,9,0.388,0,0.288,0.369,0.215,0.007,0,0,0.78,921.23,apparel,0
ORD109122,M001,377,8,0.097,0,0.269,0.142,0.168,0.071,0,0,8.64,2018.48,electronics,0
ORD109123,M001,300,4,0.201,1,0.061,0.267,0.065,0.03,0,0,4.3,4104.37,apparel,0
ORD109124,M002,419,4,0.252,0,0.261,0.189,0.189,0.184,0,0,3.59,515.89,beauty,1
ORD109125,M003,2975,4,0.342,0,0.266,0.082,0.274,0.0,0,0,13.88,2915.52,home,0
ORD109126,M003,316,13,0.515,0,0.482,0.268,0.269,0.06,0,0,5.35,417.23,footwear,0
ORD109127,M001,244,5,0.156,0,0.099,0.456,0.303,0.049,1,0,3.69,2657.4,footwear,0
ORD109128,M003,29,10,0.128,0,0.294,0.36,0.086,0.042,0,0,0.61,11457.29,apparel,0
ORD109129,M002,1,5,0.106,2,0.449,0.101,0.442,0.049,0,0,8.58,2846.32,electronics,0
ORD109130,M002,69,7,0.352,0,0.563,0.247,0.725,0.029,0,0,32.24,878.35,footwear,0
ORD109131,M003,77,4,0.401,2,0.869,0.227,0.126,0.025,0,0,5.79,2678.63,footwear,0
ORD109132,M002,47,8,0.141,2,0.191,0.336,0.142,0.023,0,0,15.77,6433.01,apparel,1
ORD109133,M001,96,6,0.656,0,0.366,0.744,0.477,0.007,0,0,3.57,1932.84,apparel,1
ORD109134,M002,523,11,0.127,0,0.283,0.408,0.406,0.019,0,0,0.06,1136.23,apparel,0
ORD109135,M002,621,9,0.212,0,0.596,0.114,0.099,0.038,0,0,3.86,1735.59,electronics,0
ORD109136,M001,56,5,0.536,1,0.47,0.25,0.565,0.126,0,1,1.62,2081.19,footwear,1
ORD109137,M001,464,11,0.413,0,0.4,0.223,0.379,0.052,0,0,1.21,1479.23,home,0
ORD109138,M001,1323,7,0.214,0,0.039,0.45,0.344,0.067,0,0,5.64,361.03,footwear,0
ORD109139,M002,123,6,0.683,0,0.328,0.56,0.458,0.089,0,0,7.12,2378.7,apparel,0
ORD109140,M002,121,10,0.312,0,0.34,0.24,0.48,0.004,0,0,9.25,2458.59,beauty,0
ORD109141,M001,41,7,0.531,0,0.179,0.281,0.211,0.113,0,0,2.73,314.99,electronics,0
ORD109142,M003,147,12,0.315,0,0.641,0.279,0.363,0.101,0,0,2.55,1393.55,electronics,0
ORD109143,M002,771,12,0.767,1,0.237,0.526,0.539,0.213,0,0,4.88,914.65,apparel,1
ORD109144,M003,236,5,0.563,2,0.539,0.323,0.439,0.178,0,0,1.74,2443.63,apparel,1
ORD109145,M001,790,4,0.16,0,0.307,0.205,0.285,0.077,0,1,0.68,1402.6,apparel,0
ORD109146,M001,67,17,0.17,0,0.385,0.086,0.257,0.027,0,1,3.22,5368.47,electronics,0
ORD109147,M003,54,5,0.368,0,0.547,0.319,0.63,0.008,0,0,6.29,3634.22,footwear,0
ORD109148,M003,1112,8,0.433,0,0.215,0.191,0.466,0.058,0,0,0.06,1464.53,apparel,1
ORD109149,M002,860,6,0.452,2,0.729,0.361,0.667,0.048,0,0,2.21,602.34,apparel,1
ORD109150,M002,12,12,0.091,0,0.755,0.105,0.064,0.123,0,0,3.0,1192.56,apparel,0
ORD109151,M003,996,7,0.333,1,0.145,0.054,0.212,0.008,0,0,6.01,1631.74,electronics,0
ORD109152,M002,90,8,0.066,0,0.584,0.232,0.241,0.062,0,0,2.61,4074.39,apparel,0
ORD109153,M001,76,7,0.362,1,0.509,0.455,0.526,0.091,1,0,1.15,832.33,home,0
ORD109154,M001,659,6,0.168,0,0.358,0.162,0.227,0.036,0,0,7.76,2068.79,apparel,0
ORD109155,M001,156,6,0.49,0,0.261,0.075,0.043,0.018,0,0,6.52,1516.9,apparel,0
ORD109156,M003,297,5,0.25,0,0.439,0.205,0.228,0.294,0,0,8.34,5241.55,apparel,0
ORD109157,M001,8,11,0.363,1,0.391,0.229,0.415,0.368,0,0,0.63,2925.7,apparel,1
ORD109158,M001,330,12,0.623,0,0.396,0.035,0.21,0.275,0,0,16.77,8466.03,electronics,0
ORD109159,M001,14,6,0.22,0,0.44,0.304,0.342,0.07,0,0,1.98,893.41,electronics,0
ORD109160,M001,266,7,0.769,0,0.672,0.397,0.404,0.175,0,0,0.62,1544.78,apparel,0
ORD109161,M001,465,12,0.446,1,0.355,0.435,0.44,0.017,0,0,4.34,457.04,electronics,0
ORD109162,M001,177,10,0.196,1,0.209,0.188,0.145,0.105,0,0,4.54,487.9,home,0
ORD109163,M001,1364,4,0.287,1,0.286,0.113,0.283,0.079,0,0,7.41,2289.04,apparel,0
ORD109164,M001,205,9,0.308,0,0.111,0.166,0.323,0.088,1,0,5.72,973.59,apparel,0
ORD109165,M002,193,11,0.058,0,0.504,0.116,0.301,0.029,0,0,4.26,249.63,electronics,0
ORD109166,M003,443,7,0.592,2,0.303,0.507,0.45,0.124,1,0,4.08,383.98,beauty,1
ORD109167,M002,174,5,0.241,1,0.083,0.096,0.313,0.335,0,0,6.95,1968.47,electronics,0
ORD109168,M002,50,7,0.424,0,0.404,0.13,0.245,0.434,0,0,5.39,1355.59,home,0
ORD109169,M001,1680,6,0.015,0,0.217,0.102,0.442,0.08,0,0,2.28,1870.71,home,0
ORD109170,M001,790,9,0.151,0,0.556,0.391,0.199,0.141,0,0,0.76,1059.3,home,0
ORD109171,M001,584,11,0.098,0,0.352,0.24,0.088,0.071,0,0,1.04,827.65,electronics,0
ORD109172,M001,47,9,0.477,1,0.19,0.231,0.044,0.013,0,0,3.19,2585.89,apparel,0
ORD109173,M002,924,10,0.366,0,0.225,0.15,0.444,0.011,0,0,1.9,276.67,footwear,0
ORD109174,M001,1038,7,0.106,0,0.053,0.61,0.275,0.084,1,0,21.9,2058.02,home,0
ORD109175,M001,3,9,0.591,1,0.578,0.27,0.137,0.006,0,1,7.53,3607.48,footwear,0
ORD109176,M001,233,12,0.291,0,0.232,0.042,0.259,0.114,0,0,5.87,729.6,footwear,0
ORD109177,M003,477,10,0.52,0,0.073,0.357,0.541,0.066,0,0,2.94,583.24,apparel,0
ORD109178,M001,659,5,0.235,0,0.484,0.457,0.042,0.068,0,0,6.07,874.19,home,0
ORD109179,M001,23,10,0.223,0,0.465,0.522,0.059,0.101,0,0,2.25,2630.96,apparel,0
ORD109180,M001,697,8,0.148,0,0.18,0.434,0.28,0.067,0,0,3.07,1076.51,home,0
ORD109181,M002,37,7,0.186,0,0.28,0.202,0.29,0.011,0,1,24.47,316.43,home,0
ORD109182,M001,792,10,0.474,1,0.247,0.038,0.347,0.081,0,0,3.14,1316.76,home,0
ORD109183,M001,228,12,0.415,0,0.383,0.019,0.26,0.032,0,0,11.94,1432.86,footwear,0
ORD109184,M002,411,7,0.212,1,0.626,0.285,0.466,0.018,0,0,1.69,563.62,beauty,0
ORD109185,M002,550,9,0.301,1,0.358,0.248,0.197,0.063,0,0,1.62,1700.15,home,0
ORD109186,M002,414,15,0.442,0,0.166,0.523,0.505,0.043,0,1,0.88,3065.57,apparel,0
ORD109187,M003,449,7,0.499,1,0.139,0.213,0.429,0.213,1,1,5.95,637.48,apparel,1
ORD109188,M003,674,6,0.136,1,0.527,0.391,0.393,0.015,0,0,8.1,372.74,beauty,0
ORD109189,M001,1456,9,0.406,0,0.295,0.429,0.095,0.051,0,0,1.92,395.23,apparel,0
ORD109190,M003,204,8,0.208,0,0.206,0.479,0.074,0.027,0,0,4.32,371.3,home,0
ORD109191,M002,108,14,0.16,0,0.36,0.186,0.039,0.067,0,0,1.09,2895.85,home,0
ORD109192,M002,223,6,0.484,0,0.587,0.287,0.411,0.047,0,0,1.8,1333.83,home,0
ORD109193,M002,174,10,0.338,0,0.169,0.35,0.467,0.166,0,0,0.25,2333.56,apparel,1
ORD109194,M001,276,6,0.627,0,0.28,0.254,0.152,0.047,0,0,7.07,2187.14,electronics,0
ORD109195,M002,228,6,0.474,0,0.396,0.109,0.1,0.026,0,0,4.23,1149.91,electronics,0
ORD109196,M002,97,4,0.56,0,0.168,0.307,0.212,0.073,0,0,2.48,1730.65,apparel,0
ORD109197,M002,88,9,0.05,1,0.519,0.243,0.314,0.094,0,0,16.99,888.75,footwear,0
ORD109198,M001,403,9,0.178,2,0.23,0.426,0.218,0.122,0,0,25.26,1957.6,apparel,0
ORD109199,M002,440,5,0.191,0,0.379,0.312,0.356,0.012,0,0,0.95,1347.7,home,0
ORD109200,M001,98,8,0.236,0,0.384,0.169,0.079,0.053,0,0,22.84,1265.84,apparel,0
ORD109201,M001,128,10,0.295,0,0.434,0.486,0.236,0.095,0,0,7.33,695.08,beauty,1
ORD109202,M003,473,4,0.132,0,0.341,0.033,0.221,0.036,0,0,2.1,1922.32,footwear,0
ORD109203,M002,409,4,0.284,0,0.237,0.27,0.096,0.008,0,0,9.65,2284.96,electronics,0
ORD109204,M001,10,4,0.146,1,0.458,0.33,0.062,0.102,0,0,1.1,838.38,beauty,0
ORD109205,M002,283,13,0.199,1,0.506,0.151,0.183,0.028,0,0,0.06,3392.86,electronics,0
ORD109206,M002,614,6,0.069,0,0.317,0.042,0.217,0.048,0,0,0.11,1098.17,apparel,0
ORD109207,M002,362,9,0.519,1,0.453,0.088,0.225,0.019,0,0,10.6,2295.41,apparel,0
ORD109208,M001,236,5,0.443,0,0.161,0.375,0.367,0.024,0,0,3.97,2178.23,electronics,0
ORD109209,M001,214,5,0.666,0,0.217,0.11,0.147,0.009,0,0,0.41,1906.04,home,0
ORD109210,M001,78,9,0.41,3,0.609,0.158,0.423,0.162,0,0,1.87,1866.25,electronics,1
ORD109211,M002,266,3,0.13,0,0.346,0.135,0.26,0.098,0,0,1.84,3098.33,electronics,0
ORD109212,M002,313,10,0.269,1,0.179,0.427,0.152,0.091,0,0,11.88,1081.98,footwear,0
ORD109213,M003,371,10,0.204,0,0.333,0.667,0.195,0.048,0,0,27.06,1136.83,footwear,0
ORD109214,M001,199,7,0.397,0,0.218,0.478,0.194,0.064,0,0,0.05,1536.63,beauty,0
ORD109215,M001,112,6,0.235,0,0.047,0.238,0.185,0.101,0,0,13.14,1735.23,electronics,0
ORD109216,M001,876,10,0.251,0,0.126,0.345,0.239,0.056,0,0,8.25,1717.94,home,0
ORD109217,M001,190,13,0.406,2,0.508,0.115,0.288,0.264,1,0,18.11,1666.56,apparel,0
ORD109218,M001,428,4,0.17,0,0.042,0.427,0.362,0.093,0,0,2.63,1331.92,beauty,1
ORD109219,M001,196,4,0.055,2,0.343,0.062,0.072,0.23,0,0,2.0,3157.44,apparel,0
ORD109220,M002,649,4,0.303,0,0.115,0.374,0.481,0.027,0,0,5.81,658.32,apparel,0
ORD109221,M003,54,2,0.504,0,0.352,0.303,0.225,0.059,0,0,11.08,1990.2,home,0
ORD109222,M001,62,8,0.053,0,0.361,0.06,0.118,0.039,1,0,5.33,1252.37,beauty,0
ORD109223,M001,26,7,0.502,0,0.536,0.475,0.435,0.109,0,0,3.63,4765.15,home,1
ORD109224,M002,459,7,0.159,0,0.65,0.36,0.154,0.019,0,0,6.35,660.65,home,0
ORD109225,M001,202,2,0.414,0,0.114,0.336,0.267,0.068,0,0,5.31,695.68,apparel,0
ORD109226,M001,709,12,0.286,0,0.358,0.426,0.379,0.101,0,0,2.07,410.12,footwear,0
ORD109227,M003,646,9,0.198,2,0.347,0.195,0.199,0.053,0,0,3.48,1253.56,footwear,0
ORD109228,M002,703,6,0.14,0,0.48,0.145,0.223,0.082,0,0,4.66,1266.43,apparel,0
ORD109229,M001,295,10,0.164,1,0.432,0.068,0.21,0.076,0,0,18.33,867.55,apparel,0
ORD109230,M001,547,6,0.147,1,0.257,0.149,0.258,0.037,0,0,6.61,559.3,apparel,0
ORD109231,M003,980,8,0.545,0,0.233,0.036,0.221,0.085,0,0,14.18,6877.46,apparel,0
ORD109232,M002,753,6,0.677,0,0.773,0.555,0.054,0.072,1,0,0.47,522.67,electronics,0
ORD109233,M002,298,2,0.173,1,0.267,0.032,0.281,0.063,0,0,1.86,1825.87,footwear,0
ORD109234,M002,514,5,0.229,0,0.398,0.495,0.488,0.451,0,0,5.54,1675.96,apparel,1
ORD109235,M001,1047,9,0.337,0,0.359,0.333,0.623,0.211,1,0,10.57,1416.41,footwear,1
ORD109236,M002,2061,8,0.252,0,0.215,0.157,0.217,0.043,0,0,2.25,1031.72,footwear,0
ORD109237,M003,1289,6,0.64,0,0.181,0.224,0.333,0.097,0,0,9.34,2194.29,beauty,0
ORD109238,M002,433,4,0.614,1,0.461,0.304,0.485,0.212,0,0,5.33,1009.76,electronics,1
ORD109239,M001,399,11,0.308,0,0.139,0.113,0.201,0.082,0,0,25.79,3113.21,electronics,0
ORD109240,M001,806,10,0.311,1,0.275,0.038,0.404,0.022,0,0,11.3,1640.76,home,0
ORD109241,M001,450,12,0.407,0,0.305,0.513,0.111,0.152,0,0,2.11,499.87,home,0
ORD109242,M003,260,8,0.395,0,0.71,0.239,0.525,0.247,0,0,3.91,574.43,apparel,1
ORD109243,M001,1881,14,0.632,2,0.063,0.456,0.117,0.197,0,0,4.22,1093.12,apparel,0
ORD109244,M001,360,8,0.26,0,0.357,0.216,0.37,0.008,0,0,2.4,644.06,beauty,0
ORD109245,M001,390,8,0.153,2,0.645,0.313,0.148,0.02,0,0,12.89,770.69,home,0
ORD109246,M001,89,9,0.411,1,0.165,0.24,0.21,0.044,0,0,6.56,4388.23,apparel,0
ORD109247,M003,628,9,0.359,0,0.449,0.692,0.482,0.007,0,0,17.28,1027.25,footwear,1
ORD109248,M001,31,5,0.632,0,0.17,0.244,0.127,0.072,0,0,4.07,668.06,apparel,0
ORD109249,M002,148,12,0.382,1,0.534,0.446,0.192,0.032,1,0,22.69,4689.63,beauty,0
ORD109250,M001,164,9,0.28,1,0.232,0.331,0.193,0.04,0,0,2.21,5012.52,electronics,0
ORD109251,M002,210,10,0.211,0,0.463,0.318,0.372,0.052,0,0,0.56,674.8,electronics,0
ORD109252,M002,84,10,0.277,0,0.665,0.323,0.169,0.008,0,1,4.96,3744.66,home,1
ORD109253,M003,861,15,0.377,0,0.66,0.359,0.341,0.002,0,0,12.58,2398.88,home,0
ORD109254,M002,310,9,0.32,0,0.565,0.328,0.325,0.041,0,0,4.6,1293.0,footwear,0
ORD109255,M001,465,5,0.101,1,0.452,0.289,0.503,0.137,0,0,0.29,1155.51,apparel,0
ORD109256,M001,40,5,0.119,0,0.31,0.208,0.442,0.097,0,0,8.68,3366.29,electronics,0
ORD109257,M003,204,7,0.512,0,0.116,0.237,0.148,0.124,0,0,11.35,5178.68,home,0
ORD109258,M002,172,4,0.244,0,0.308,0.417,0.036,0.038,0,0,5.91,1100.7,footwear,0
ORD109259,M001,1031,9,0.544,0,0.188,0.297,0.224,0.109,0,0,0.34,7624.07,apparel,0
ORD109260,M001,438,12,0.233,1,0.232,0.071,0.357,0.008,0,0,1.44,2569.55,home,0
ORD109261,M001,274,4,0.227,1,0.497,0.287,0.084,0.142,0,0,0.91,1005.93,apparel,0
ORD109262,M002,1212,9,0.455,0,0.295,0.41,0.085,0.068,0,0,16.4,533.62,apparel,0
ORD109263,M003,715,10,0.12,0,0.471,0.069,0.541,0.27,0,0,7.92,1352.35,footwear,0
ORD109264,M002,760,16,0.351,0,0.434,0.25,0.058,0.248,1,0,11.87,1788.05,electronics,1
ORD109265,M003,650,6,0.047,1,0.249,0.2,0.303,0.024,1,0,0.15,1094.27,beauty,0
ORD109266,M001,329,16,0.157,0,0.258,0.372,0.086,0.01,0,0,21.65,2997.84,apparel,0
ORD109267,M001,410,12,0.388,0,0.438,0.209,0.491,0.002,0,0,12.96,2788.41,footwear,0
ORD109268,M003,90,7,0.511,0,0.912,0.269,0.313,0.173,0,0,4.7,4164.33,apparel,1
ORD109269,M002,295,8,0.321,0,0.054,0.38,0.322,0.373,0,0,5.32,731.82,footwear,0
ORD109270,M002,277,10,0.267,0,0.249,0.433,0.037,0.028,0,0,8.77,2513.74,apparel,0
ORD109271,M003,1192,7,0.415,2,0.406,0.376,0.283,0.115,0,1,0.54,3302.21,home,1
ORD109272,M001,71,11,0.139,0,0.409,0.081,0.316,0.034,0,0,3.08,2161.34,apparel,0
ORD109273,M001,82,9,0.155,1,0.613,0.228,0.239,0.108,0,0,0.8,1469.61,footwear,0
ORD109274,M001,44,7,0.17,0,0.137,0.525,0.123,0.062,0,0,11.8,1077.33,electronics,0
ORD109275,M002,515,5,0.45,0,0.188,0.366,0.246,0.165,0,0,14.2,1783.93,home,0
ORD109276,M003,318,8,0.622,1,0.292,0.144,0.231,0.0,0,0,11.96,710.22,apparel,0
ORD109277,M001,695,8,0.388,1,0.595,0.16,0.259,0.031,0,1,16.52,1578.11,electronics,0
ORD109278,M003,706,7,0.247,0,0.271,0.125,0.284,0.005,0,0,4.31,371.37,footwear,0
ORD109279,M002,362,5,0.275,1,0.23,0.11,0.156,0.06,0,0,2.61,3764.06,home,0
ORD109280,M001,341,8,0.365,1,0.268,0.164,0.163,0.007,1,0,0.42,3042.36,apparel,0
ORD109281,M002,342,9,0.654,0,0.667,0.136,0.432,0.01,0,0,4.38,2040.37,beauty,1
ORD109282,M002,230,9,0.192,1,0.314,0.036,0.214,0.016,0,0,5.98,858.81,home,0
ORD109283,M001,492,10,0.364,0,0.086,0.558,0.247,0.029,1,0,2.61,684.75,footwear,0
ORD109284,M002,636,7,0.294,0,0.255,0.602,0.474,0.053,0,0,0.74,1007.81,beauty,0
ORD109285,M001,20,7,0.017,0,0.41,0.177,0.326,0.021,0,0,6.0,1129.25,electronics,0
ORD109286,M001,489,10,0.571,0,0.128,0.181,0.076,0.026,0,0,6.73,261.93,home,0
ORD109287,M002,555,6,0.319,2,0.39,0.12,0.185,0.095,0,0,4.56,403.0,electronics,0
ORD109288,M001,704,8,0.686,0,0.571,0.272,0.444,0.198,1,1,1.31,1815.23,electronics,1
ORD109289,M002,1285,9,0.255,0,0.108,0.333,0.319,0.038,0,0,2.56,4264.2,home,0
ORD109290,M001,241,8,0.38,1,0.116,0.072,0.161,0.057,0,0,2.79,2206.72,apparel,0
ORD109291,M001,1327,8,0.255,0,0.373,0.35,0.394,0.053,0,0,5.3,1055.29,apparel,0
ORD109292,M003,163,10,0.316,0,0.353,0.227,0.178,0.002,0,0,3.19,1523.51,apparel,0
ORD109293,M002,542,7,0.233,0,0.046,0.178,0.368,0.231,0,1,0.9,299.42,apparel,0
ORD109294,M001,71,10,0.328,0,0.597,0.119,0.105,0.073,0,0,1.51,1014.51,electronics,0
ORD109295,M001,21,6,0.026,0,0.151,0.119,0.089,0.077,0,0,1.02,1142.64,electronics,0
ORD109296,M001,118,6,0.226,0,0.209,0.518,0.237,0.003,0,0,12.65,890.81,footwear,0
ORD109297,M001,190,12,0.122,1,0.436,0.454,0.41,0.099,0,0,1.03,768.58,electronics,0
ORD109298,M003,125,5,0.203,1,0.069,0.194,0.26,0.07,1,0,2.73,3241.14,apparel,0
ORD109299,M003,114,10,0.186,3,0.144,0.458,0.186,0.031,0,0,21.36,1616.66,electronics,0
ORD109300,M001,35,8,0.084,0,0.034,0.529,0.323,0.024,0,0,0.18,348.06,beauty,0
ORD109301,M002,945,6,0.293,0,0.203,0.41,0.446,0.041,0,0,2.73,3648.32,apparel,0
ORD109302,M002,542,4,0.122,1,0.267,0.169,0.506,0.067,0,0,0.4,561.01,home,0
ORD109303,M001,227,3,0.195,1,0.229,0.361,0.635,0.006,0,1,7.94,1855.82,footwear,0
ORD109304,M001,144,6,0.256,0,0.266,0.052,0.464,0.268,0,0,15.96,1296.66,apparel,0
ORD109305,M001,890,10,0.187,1,0.276,0.165,0.161,0.098,0,0,3.75,2498.1,footwear,0
ORD109306,M001,25,9,0.245,0,0.428,0.02,0.049,0.054,0,0,0.52,1060.47,beauty,0
ORD109307,M002,935,10,0.57,0,0.471,0.345,0.206,0.295,0,0,0.02,1941.42,home,0
ORD109308,M001,150,6,0.378,0,0.04,0.348,0.394,0.014,0,0,0.18,1387.6,electronics,0
ORD109309,M002,180,14,0.177,0,0.359,0.491,0.353,0.029,0,0,5.29,714.26,apparel,0
ORD109310,M002,929,8,0.687,0,0.148,0.621,0.134,0.049,0,0,8.41,837.89,footwear,0
ORD109311,M001,49,5,0.328,1,0.195,0.057,0.646,0.084,0,0,4.48,541.71,electronics,0
ORD109312,M003,1064,11,0.511,0,0.096,0.411,0.176,0.014,0,0,8.16,2183.47,home,0
ORD109313,M001,41,7,0.145,0,0.171,0.533,0.429,0.079,0,0,2.68,1490.27,electronics,0
ORD109314,M002,551,5,0.468,1,0.636,0.206,0.034,0.03,0,0,4.58,2890.54,electronics,0
ORD109315,M002,76,8,0.256,1,0.275,0.738,0.441,0.223,0,0,9.11,3494.61,beauty,1
ORD109316,M001,135,13,0.819,0,0.792,0.787,0.26,0.138,0,1,1.81,8560.56,home,1
ORD109317,M003,90,8,0.239,0,0.404,0.206,0.277,0.022,0,0,4.17,831.36,footwear,0
ORD109318,M001,45,11,0.305,0,0.32,0.317,0.224,0.146,0,0,0.22,1206.87,electronics,0
ORD109319,M001,112,6,0.145,0,0.476,0.174,0.065,0.016,0,0,9.01,1136.8,apparel,0
ORD109320,M001,29,15,0.111,0,0.334,0.263,0.319,0.263,0,0,1.77,1753.4,footwear,0
ORD109321,M002,453,4,0.112,0,0.08,0.251,0.317,0.048,0,0,5.63,1998.25,footwear,0
ORD109322,M002,7,7,0.342,0,0.221,0.182,0.349,0.221,0,0,8.26,382.45,footwear,0
ORD109323,M001,1002,8,0.352,0,0.264,0.453,0.394,0.024,0,0,0.48,948.27,electronics,0
ORD109324,M001,555,8,0.37,2,0.192,0.436,0.232,0.309,1,1,12.29,885.63,beauty,1
ORD109325,M002,653,8,0.263,0,0.432,0.215,0.037,0.008,0,0,0.39,2375.03,apparel,0
ORD109326,M003,121,12,0.107,2,0.419,0.429,0.288,0.101,0,0,6.68,480.03,footwear,0
ORD109327,M003,32,7,0.25,1,0.197,0.332,0.146,0.016,0,0,6.56,5246.7,beauty,0
ORD109328,M003,418,9,0.624,0,0.647,0.21,0.187,0.016,0,1,2.39,1347.27,apparel,1
